Gene,ep_locus,Enhancer_or_Promoter,Chromatin_domain,Tissue_specificity
.,chrI:1126312:1126462,putative_enhancer,border,Unclassified
.,chrI:1127092:1127242,putative_enhancer,border,Unclassified
ceh-45,chrI:1128198:1128348,putative_enhancer,border,Unclassified
ceh-45,chrI:1130852:1131002,putative_enhancer,border,Unclassified
Y48G8AL.10,chrI:1139909:1140059,putative_enhancer,border,Unclassified
Y48G8AL.10,chrI:1149904:1150054,putative_enhancer,border,Muscle
Y48G8AL.10,chrI:1153154:1153304,putative_enhancer,A,Germline
Y48G8AL.10,chrI:1153390:1153540,putative_enhancer,A,Germline
rpl-17,chrI:1156105:1156255,coding_promoter,A,Ubiq
aps-3,chrI:1156105:1156255,coding_promoter,A,Ubiq
aps-3,chrI:1156701:1156851,putative_enhancer,A,Ubiq
rpl-17,chrI:1156701:1156851,putative_enhancer,A,Ubiq
aps-3,chrI:1156992:1157142,coding_promoter,A,Unclassified
Y48G8AL.7,chrI:1159116:1159266,putative_enhancer,A,Unclassified
Y48G8AL.7,chrI:1161679:1161829,putative_enhancer,A,Unclassified
haf-6,chrI:1166354:1166504,putative_enhancer,A,Germline_Muscle
haf-6,chrI:1174911:1175061,putative_enhancer,A,Unclassified
haf-6,chrI:1175404:1175554,putative_enhancer,A,Unclassified
smg-2,chrI:1175790:1175940,coding_promoter,A,Ubiq
haf-6,chrI:1175790:1175940,coding_promoter,A,Ubiq
Y48G8AL.16,chrI:1217331:1217481,coding_promoter,A,Hypod
Y48G8AL.13,chrI:1224158:1224308,putative_enhancer,A,Unclassified
herc-1,chrI:1224158:1224308,putative_enhancer,A,Unclassified
Y48G8AL.13,chrI:1226275:1226425,putative_enhancer,A,Intest
herc-1,chrI:1226275:1226425,putative_enhancer,A,Intest
Y48G8AL.13,chrI:1226644:1226794,putative_enhancer,A,Intest
herc-1,chrI:1226644:1226794,putative_enhancer,A,Intest
Y48G8AL.13,chrI:1227879:1228029,putative_enhancer,A,Neurons_Muscle_Intest
herc-1,chrI:1227879:1228029,putative_enhancer,A,Neurons_Muscle_Intest
Y48G8AL.13,chrI:1229333:1229483,coding_promoter,A,Muscle_Hypod_Intest
Y48G8AL.13,chrI:1229732:1229882,putative_enhancer,border,Hypod_Intest
herc-1,chrI:1229732:1229882,putative_enhancer,border,Hypod_Intest
Y48G8AL.13,chrI:1230478:1230628,coding_promoter,border,Ubiq-Biased
Y48G8AL.13,chrI:1230848:1230998,coding_promoter,border,Unclassified
herc-1,chrI:1251574:1251724,putative_enhancer,R,Ubiq-Biased
Y48G8AL.15,chrI:1256065:1256215,putative_enhancer,R,Hypod
Y48G8AL.15,chrI:1257880:1258030,putative_enhancer,border,Unclassified
.,chrI:1258565:1258715,putative_enhancer,border,Unclassified
grh-1,chrI:1259493:1259643,putative_enhancer,border,Unclassified
grh-1,chrI:1261627:1261777,putative_enhancer,border,Muscle_Hypod
grh-1,chrI:1264082:1264232,putative_enhancer,border,Hypod
grh-1,chrI:1264506:1264656,putative_enhancer,border,Unclassified
Y48G8AR.2,chrI:1271078:1271228,coding_promoter,A,Muscle_Hypod
grh-1,chrI:1271078:1271228,coding_promoter,A,Muscle_Hypod
Y48G8AR.2,chrI:1271435:1271585,putative_enhancer,A,Hypod
Y48G8AR.2,chrI:1273862:1274012,putative_enhancer,border,Hypod
Y48G8AR.2,chrI:1274035:1274185,putative_enhancer,border,Hypod
Y48G8AR.2,chrI:1277277:1277427,coding_promoter,R,Unclassified
.,chrI:1290464:1290614,putative_enhancer,R,Unclassified
.,chrI:1294229:1294379,putative_enhancer,border,Hypod
.,chrI:1295549:1295699,putative_enhancer,border,Hypod
.,chrI:1296639:1296789,putative_enhancer,border,Muscle_Hypod
dapk-1,chrI:1298907:1299057,coding_promoter,border,Intest
dapk-1,chrI:1300091:1300241,putative_enhancer,border,Unclassified
dapk-1,chrI:1303013:1303163,putative_enhancer,border,Low
dapk-1,chrI:1304332:1304482,putative_enhancer,border,Hypod
dapk-1,chrI:1305333:1305483,coding_promoter,border,Unclassified
dapk-1,chrI:1305726:1305876,putative_enhancer,border,Unclassified
dapk-1,chrI:1306833:1306983,coding_promoter,A,Unclassified
dapk-1,chrI:1308057:1308207,putative_enhancer,A,Unclassified
dapk-1,chrI:1311071:1311221,putative_enhancer,A,Unclassified
dapk-1,chrI:1313680:1313830,putative_enhancer,A,Neurons_Muscle
dapk-1,chrI:1315548:1315698,putative_enhancer,A,Neurons_Muscle_Hypod
dapk-1,chrI:1316144:1316294,putative_enhancer,A,Ubiq
dapk-1,chrI:1317085:1317235,putative_enhancer,A,Ubiq
dapk-1,chrI:1322042:1322192,putative_enhancer,A,Unclassified
dapk-1,chrI:1327935:1328085,putative_enhancer,border,Unclassified
.,chrI:1331183:1331333,putative_enhancer,R,Unclassified
K12C11.3,chrI:1335233:1335383,coding_promoter,border,Intest
K12C11.6,chrI:1336772:1336922,coding_promoter,border,Intest
K12C11.7,chrI:1339708:1339858,putative_enhancer,A,Unclassified
smo-1,chrI:1340095:1340245,coding_promoter,A,Ubiq
smo-1,chrI:1340524:1340674,coding_promoter,A,Unclassified
smo-1,chrI:1340985:1341135,putative_enhancer,A,Unclassified
K12C11.1,chrI:1341377:1341527,putative_enhancer,A,Unclassified
K12C11.1,chrI:1342173:1342323,putative_enhancer,A,Unclassified
.,chrI:1346213:1346363,putative_enhancer,A,Intest
Y92H12BL.1,chrI:1359579:1359729,putative_enhancer,A,Unclassified
.,chrI:1360191:1360341,putative_enhancer,A,Germline
Y92H12BL.5,chrI:1361300:1361450,coding_promoter,A,Soma
Y92H12BL.5,chrI:1363707:1363857,putative_enhancer,A,Unclassified
Y92H12BL.5,chrI:1365424:1365574,putative_enhancer,A,Muscle
Y92H12BL.5,chrI:1368821:1368971,putative_enhancer,A,Hypod_Intest
Y92H12BL.5,chrI:1371186:1371336,putative_enhancer,A,Unclassified
Y92H12BM.1,chrI:1392559:1392709,putative_enhancer,A,Unclassified
Y92H12BM.1,chrI:1392914:1393064,coding_promoter,A,Ubiq-Biased
Y92H12BR.7,chrI:1394260:1394410,coding_promoter,A,Ubiq-Biased
Y92H12BM.1,chrI:1394260:1394410,coding_promoter,A,Ubiq-Biased
set-29,chrI:1410013:1410163,putative_enhancer,A,Germline_Neurons_Intest
Y92H12BR.3,chrI:1415943:1416093,coding_promoter,A,Ubiq
Y92H12BR.2,chrI:1415943:1416093,coding_promoter,A,Ubiq
Y92H12BR.3,chrI:1416101:1416251,coding_promoter,A,Ubiq
Y92H12BR.2,chrI:1416101:1416251,coding_promoter,A,Ubiq
mrpl-15,chrI:1435234:1435384,coding_promoter,A,Ubiq-Biased
mrpl-15,chrI:1435591:1435741,coding_promoter,A,Ubiq
Y92H12BR.4,chrI:1435591:1435741,coding_promoter,A,Ubiq
spe-15,chrI:1444208:1444358,coding_promoter,border,Neurons
F37F2.2,chrI:1444208:1444358,coding_promoter,border,Neurons
gst-25,chrI:1451573:1451723,putative_enhancer,border,Unclassified
spe-15,chrI:1451573:1451723,putative_enhancer,border,Unclassified
gst-25,chrI:1453075:1453225,coding_promoter,border,Unclassified
spe-15,chrI:1455333:1455483,putative_enhancer,border,Unclassified
acs-16,chrI:1471122:1471272,coding_promoter,R,Muscle
acs-16,chrI:1476655:1476805,putative_enhancer,border,Muscle
dyb-1,chrI:1481609:1481759,coding_promoter,border,Neurons_Muscle
dyb-1,chrI:1482826:1482976,putative_enhancer,A,Unclassified
Y92H12A.4,chrI:1514520:1514670,coding_promoter,A,Unclassified
Y92H12A.5,chrI:1514520:1514670,coding_promoter,A,Unclassified
Y92H12A.4,chrI:1537258:1537408,putative_enhancer,A,Neurons
Y92H12A.4,chrI:1539005:1539155,putative_enhancer,A,Low
Y92H12A.4,chrI:1540593:1540743,putative_enhancer,A,Soma
.,chrI:1540895:1541045,putative_enhancer,A,Neurons_Muscle_Hypod
.,chrI:1541459:1541609,putative_enhancer,A,Unclassified
Y92H12A.2,chrI:1548248:1548398,putative_enhancer,A,Unclassified
Y92H12A.2,chrI:1552693:1552843,putative_enhancer,A,Unclassified
.,chrI:1557435:1557585,putative_enhancer,A,Unclassified
.,chrI:1558570:1558720,putative_enhancer,A,Unclassified
src-1,chrI:1559173:1559323,coding_promoter,A,Ubiq-Biased
src-1,chrI:1562640:1562790,coding_promoter,A,Ubiq-Biased
src-1,chrI:1564113:1564263,putative_enhancer,A,Muscle
src-1,chrI:1565222:1565372,putative_enhancer,A,Soma
.,chrI:1581220:1581370,putative_enhancer,A,Unclassified
Y73E7A.3,chrI:1582020:1582170,putative_enhancer,A,Neurons
Y73E7A.3,chrI:1583399:1583549,putative_enhancer,A,Neurons
Y73E7A.3,chrI:1585152:1585302,putative_enhancer,A,Muscle
Y73E7A.3,chrI:1588220:1588370,coding_promoter,A,Soma
cpx-1,chrI:1598559:1598709,coding_promoter,A,Neurons
Y73E7A.2,chrI:1601566:1601716,coding_promoter,A,Unclassified
Y73E7A.5,chrI:1601566:1601716,coding_promoter,A,Unclassified
adpr-1,chrI:1610115:1610265,coding_promoter,A,Unclassified
Y73E7A.6,chrI:1610115:1610265,coding_promoter,A,Unclassified
Y73E7A.1,chrI:1628636:1628786,coding_promoter,A,Soma
bre-4,chrI:1628636:1628786,coding_promoter,A,Soma
Y73E7A.8,chrI:1634526:1634676,coding_promoter,A,Hypod
Y73E7A.8,chrI:1636520:1636670,putative_enhancer,A,Low
Y73E7A.8,chrI:1641389:1641539,putative_enhancer,A,Unclassified
mab-20,chrI:1648226:1648376,putative_enhancer,A,Muscle
mab-20,chrI:1651381:1651531,coding_promoter,A,Germline_Neurons_Muscle_Hypod
pqn-88,chrI:1656778:1656928,coding_promoter,R,Unclassified
Y71G12B.17,chrI:1667363:1667513,coding_promoter,border,Unclassified
Y71G12B.17,chrI:1669117:1669267,putative_enhancer,border,Unclassified
Y71G12B.23,chrI:1672397:1672547,putative_enhancer,border,Ubiq-Biased
Y71G12B.35,chrI:1676587:1676737,coding_promoter,A,Neurons_Hypod
.,chrI:1677538:1677688,putative_enhancer,A,Unclassified
drag-1,chrI:1678983:1679133,coding_promoter,A,Unclassified
ubc-3,chrI:1686250:1686400,coding_promoter,A,Unclassified
ubc-3,chrI:1687743:1687893,coding_promoter,A,Ubiq-Biased
ubc-3,chrI:1688944:1689094,coding_promoter,A,Hypod_Intest
Y71G12B.31,chrI:1689105:1689255,putative_enhancer,A,Hypod_Intest
ubc-3,chrI:1689105:1689255,putative_enhancer,A,Hypod_Intest
Y71G12B.31,chrI:1691111:1691261,putative_enhancer,A,Ubiq-Biased
ubc-3,chrI:1691111:1691261,putative_enhancer,A,Ubiq-Biased
ubc-3,chrI:1691394:1691544,coding_promoter,A,Neurons_Muscle_Intest
ubc-3,chrI:1693241:1693391,coding_promoter,A,Hypod
ubc-3,chrI:1695157:1695307,coding_promoter,A,Muscle
ubc-3,chrI:1697075:1697225,putative_enhancer,A,Unclassified
ubc-3,chrI:1697992:1698142,coding_promoter,A,Soma
Y71G12B.13,chrI:1701837:1701987,coding_promoter,A,Ubiq
atg-5,chrI:1715206:1715356,putative_enhancer,A,Unclassified
.,chrI:1716129:1716279,putative_enhancer,A,Unclassified
.,chrI:1716621:1716771,putative_enhancer,A,Ubiq
tln-1,chrI:1717509:1717659,coding_promoter,A,Ubiq-Biased
tln-1,chrI:1719150:1719300,coding_promoter,A,Neurons_Muscle
tln-1,chrI:1721586:1721736,putative_enhancer,A,Unclassified
tln-1,chrI:1722649:1722799,putative_enhancer,A,Unclassified
tln-1,chrI:1725292:1725442,putative_enhancer,A,Unclassified
tln-1,chrI:1729646:1729796,coding_promoter,A,Unclassified
tln-1,chrI:1731061:1731211,putative_enhancer,A,Unclassified
mppa-1,chrI:1740764:1740914,putative_enhancer,A,Muscle
Y71G12B.10,chrI:1751081:1751231,coding_promoter,A,Low
mppa-1,chrI:1751081:1751231,coding_promoter,A,Low
Y71G12B.25,chrI:1777440:1777590,putative_enhancer,A,Hypod
ddx-27,chrI:1777440:1777590,putative_enhancer,A,Hypod
Y71G12B.25,chrI:1778778:1778928,coding_promoter,A,Hypod
Y71G12B.6,chrI:1792633:1792783,coding_promoter,A,Hypod
Y71G12B.6,chrI:1793071:1793221,coding_promoter,A,Unclassified
Y71G12B.5,chrI:1800165:1800315,putative_enhancer,border,Unclassified
pghm-1,chrI:1807962:1808112,coding_promoter,border,Neurons
Y71G12B.2,chrI:1815938:1816088,coding_promoter,border,Germline_Neurons_Intest
Y71G12B.32,chrI:1815938:1816088,coding_promoter,border,Germline_Neurons_Intest
Y71G12B.30,chrI:1823037:1823187,coding_promoter,A,Ubiq-Biased
chaf-2,chrI:1823209:1823359,coding_promoter,A,Ubiq
C53H9.3,chrI:1832204:1832354,putative_enhancer,A,Unclassified
C53H9.2,chrI:1832612:1832762,coding_promoter,A,Ubiq
C53H9.3,chrI:1832612:1832762,coding_promoter,A,Ubiq
C53H9.3,chrI:1834888:1835038,putative_enhancer,A,Ubiq
rpl-27,chrI:1834888:1835038,putative_enhancer,A,Ubiq
C53H9.3,chrI:1835094:1835244,putative_enhancer,A,Ubiq
rpl-27,chrI:1835094:1835244,putative_enhancer,A,Ubiq
egl-30,chrI:1835532:1835682,coding_promoter,A,Ubiq
C53H9.3,chrI:1835532:1835682,coding_promoter,A,Ubiq
egl-30,chrI:1836211:1836361,putative_enhancer,A,Ubiq-Biased
egl-30,chrI:1836349:1836499,putative_enhancer,A,Hypod_Intest
egl-30,chrI:1836781:1836931,putative_enhancer,A,Soma
egl-30,chrI:1836992:1837142,putative_enhancer,A,Neurons_Muscle_Intest
egl-30,chrI:1840859:1841009,putative_enhancer,A,Muscle
egl-30,chrI:1841202:1841352,putative_enhancer,A,Unclassified
egl-30,chrI:1841718:1841868,putative_enhancer,A,Unclassified
.,chrI:1842008:1842158,putative_enhancer,A,Ubiq
emr-1,chrI:1842434:1842584,coding_promoter,A,Unclassified
tag-96,chrI:1845023:1845173,coding_promoter,border,Ubiq-Biased
M01D7.9,chrI:1852706:1852856,putative_enhancer,R,Germline
M01D7.9,chrI:1853009:1853159,coding_promoter,R,Germline
.,chrI:1861841:1861991,putative_enhancer,R,Ubiq
scm-1,chrI:1869123:1869273,putative_enhancer,A,Unclassified
scm-1,chrI:1870847:1870997,putative_enhancer,A,Unclassified
scm-1,chrI:1872349:1872499,putative_enhancer,A,Unclassified
scm-1,chrI:1872571:1872721,coding_promoter,A,Germline
tub-2,chrI:1873859:1874009,coding_promoter,A,Soma
scm-1,chrI:1873859:1874009,coding_promoter,A,Soma
tub-2,chrI:1874543:1874693,putative_enhancer,A,Ubiq
tub-2,chrI:1875136:1875286,putative_enhancer,A,Unclassified
trpp-10,chrI:1895051:1895201,coding_promoter,A,Unclassified
Y71G12A.4,chrI:1895051:1895201,coding_promoter,A,Unclassified
Y51F10.7,chrI:1911722:1911872,putative_enhancer,A,Intest
trpp-10,chrI:1911722:1911872,putative_enhancer,A,Intest
Y51F10.7,chrI:1913985:1914135,coding_promoter,A,Intest
Y51F10.7,chrI:1915962:1916112,putative_enhancer,A,Intest
trpp-10,chrI:1915962:1916112,putative_enhancer,A,Intest
Y51F10.7,chrI:1916801:1916951,putative_enhancer,A,Unclassified
trpp-10,chrI:1916801:1916951,putative_enhancer,A,Unclassified
Y51F10.7,chrI:1919286:1919436,coding_promoter,A,Intest
Y51F10.11,chrI:1958473:1958623,coding_promoter,A,Ubiq
spe-48,chrI:1958473:1958623,coding_promoter,A,Ubiq
Y51F10.3,chrI:1972696:1972846,putative_enhancer,A,Unclassified
Y51F10.2,chrI:1977980:1978130,putative_enhancer,A,Unclassified
Y51F10.2,chrI:1978247:1978397,coding_promoter,A,Unclassified
Y51F10.2,chrI:1978565:1978715,putative_enhancer,A,Unclassified
Y51F10.2,chrI:1978815:1978965,putative_enhancer,A,Low
Y51F10.2,chrI:1979489:1979639,putative_enhancer,A,Muscle
gap-3,chrI:2011297:2011447,coding_promoter,A,Ubiq-Biased
.,chrI:2016802:2016952,putative_enhancer,border,Unclassified
.,chrI:2017618:2017768,putative_enhancer,border,Low
crtc-1,chrI:2019503:2019653,coding_promoter,border,Intest
crtc-1,chrI:2023320:2023470,putative_enhancer,border,Unclassified
crtc-1,chrI:2026126:2026276,coding_promoter,border,Neurons_Muscle
Y20F4.4,chrI:2045034:2045184,coding_promoter,A,Soma
.,chrI:2045216:2045366,putative_enhancer,A,Unclassified
.,chrI:2047166:2047316,putative_enhancer,A,Ubiq
.,chrI:2048598:2048748,putative_enhancer,A,Unclassified
Y20F4.8,chrI:2049150:2049300,putative_enhancer,A,Ubiq
Y20F4.8,chrI:2050075:2050225,putative_enhancer,A,Unclassified
.,chrI:2054724:2054874,putative_enhancer,A,Unclassified
.,chrI:2061355:2061505,putative_enhancer,A,Unclassified
Y37E3.1,chrI:2062625:2062775,putative_enhancer,A,Ubiq
rpb-10,chrI:2063998:2064148,coding_promoter,A,Ubiq
Y37E3.1,chrI:2063998:2064148,coding_promoter,A,Ubiq
moag-4,chrI:2064818:2064968,coding_promoter,A,Unclassified
Y37E3.1,chrI:2064818:2064968,coding_promoter,A,Unclassified
arl-13,chrI:2065558:2065708,coding_promoter,A,Unclassified
arl-13,chrI:2068960:2069110,putative_enhancer,A,Germline
rla-1,chrI:2068960:2069110,putative_enhancer,A,Germline
rla-1,chrI:2069316:2069466,putative_enhancer,A,Germline
phb-1,chrI:2070820:2070970,coding_promoter,A,Ubiq
Y37E3.8,chrI:2070820:2070970,coding_promoter,A,Ubiq
eif-2alpha,chrI:2074562:2074712,putative_enhancer,A,Unclassified
Y37E3.11,chrI:2084300:2084450,coding_promoter,A,Unclassified
iglr-3,chrI:2088929:2089079,putative_enhancer,A,Unclassified
iglr-3,chrI:2095188:2095338,coding_promoter,A,Unclassified
npp-13,chrI:2097019:2097169,coding_promoter,A,Unclassified
fpn-1.1,chrI:2118327:2118477,putative_enhancer,A,Intest
npp-13,chrI:2118327:2118477,putative_enhancer,A,Intest
fpn-1.1,chrI:2119379:2119529,coding_promoter,A,Intest
npp-13,chrI:2120741:2120891,putative_enhancer,A,Unclassified
.,chrI:2125220:2125370,putative_enhancer,A,Unclassified
Y37E3.17,chrI:2126821:2126971,coding_promoter,A,Neurons_Hypod_Intest
.,chrI:2147829:2147979,putative_enhancer,R,Unclassified
Y37E3.30,chrI:2151766:2151916,coding_promoter,border,Unclassified
Y37E3.30,chrI:2154005:2154155,putative_enhancer,border,Muscle
Y37E3.30,chrI:2155982:2156132,putative_enhancer,border,Muscle
Y37E3.30,chrI:2157135:2157285,coding_promoter,A,Unclassified
afd-1,chrI:2167904:2168054,putative_enhancer,A,Hypod
afd-1,chrI:2170462:2170612,putative_enhancer,A,Hypod
afd-1,chrI:2176885:2177035,putative_enhancer,A,Unclassified
afd-1,chrI:2178144:2178294,putative_enhancer,A,Unclassified
afd-1,chrI:2179961:2180111,putative_enhancer,A,Unclassified
afd-1,chrI:2182925:2183075,putative_enhancer,A,Hypod
afd-1,chrI:2184916:2185066,putative_enhancer,A,Hypod
afd-1,chrI:2186552:2186702,putative_enhancer,A,Low
afd-1,chrI:2187264:2187414,putative_enhancer,A,Low
afd-1,chrI:2189463:2189613,coding_promoter,A,Intest
afd-1,chrI:2191351:2191501,putative_enhancer,A,Unclassified
.,chrI:2212178:2212328,putative_enhancer,R,Unclassified
W03F11.4,chrI:2241088:2241238,coding_promoter,R,Germline
slc-17.6,chrI:2247716:2247866,coding_promoter,R,Intest
slc-17.6,chrI:2249232:2249382,coding_promoter,R,Intest
slc-17.6,chrI:2253965:2254115,putative_enhancer,R,Intest
abt-2,chrI:2256187:2256337,putative_enhancer,R,Unclassified
abt-2,chrI:2273065:2273215,coding_promoter,border,Intest
abt-2,chrI:2277047:2277197,coding_promoter,border,Neurons
Y39G10AL.1,chrI:2280407:2280557,coding_promoter,border,Muscle
Y39G10AR.11,chrI:2291154:2291304,coding_promoter,A,Soma
cdk-7,chrI:2291154:2291304,coding_promoter,A,Soma
Y39G10AR.11,chrI:2291503:2291653,putative_enhancer,A,Ubiq-Biased
Y39G10AR.11,chrI:2292870:2293020,coding_promoter,A,Soma
epg-2,chrI:2299697:2299847,coding_promoter,A,Neurons_Muscle
epg-2,chrI:2302823:2302973,putative_enhancer,A,Unclassified
tpxl-1,chrI:2302823:2302973,putative_enhancer,A,Unclassified
tpxl-1,chrI:2304233:2304383,coding_promoter,A,Germline
icp-1,chrI:2306050:2306200,putative_enhancer,A,Unclassified
Y39G10AR.9,chrI:2306842:2306992,coding_promoter,A,Ubiq
icp-1,chrI:2306842:2306992,coding_promoter,A,Ubiq
icp-1,chrI:2307201:2307351,coding_promoter,A,Germline
nsun-4,chrI:2311815:2311965,putative_enhancer,A,Unclassified
tbca-1,chrI:2312234:2312384,coding_promoter,A,Unclassified
eif-2gamma,chrI:2313048:2313198,coding_promoter,A,Ubiq
ekl-7,chrI:2316035:2316185,coding_promoter,A,Germline
ekl-7,chrI:2318144:2318294,putative_enhancer,A,Germline
mcm-4,chrI:2318144:2318294,putative_enhancer,A,Germline
mcm-4,chrI:2318515:2318665,putative_enhancer,A,Germline
mcm-4,chrI:2318811:2318961,putative_enhancer,A,Germline
mcm-4,chrI:2321887:2322037,coding_promoter,A,Ubiq
Y39G10AR.32,chrI:2322681:2322831,coding_promoter,border,Germline_Muscle
.,chrI:2322932:2323082,putative_enhancer,border,Unclassified
ugt-31,chrI:2333145:2333295,coding_promoter,R,Intest
Y39G10AR.16,chrI:2333145:2333295,coding_promoter,R,Intest
ugt-31,chrI:2335475:2335625,putative_enhancer,R,Unclassified
zeel-1,chrI:2342136:2342286,coding_promoter,R,Unclassified
peel-1,chrI:2354930:2355080,putative_enhancer,R,Muscle
dot-1.1,chrI:2385118:2385268,putative_enhancer,A,Ubiq-Biased
dot-1.1,chrI:2390937:2391087,putative_enhancer,A,Unclassified
dot-1.1,chrI:2393446:2393596,coding_promoter,A,Soma
zwl-1,chrI:2401582:2401732,coding_promoter,A,Unclassified
dot-1.1,chrI:2401582:2401732,coding_promoter,A,Unclassified
zwl-1,chrI:2404738:2404888,putative_enhancer,A,Unclassified
.,chrI:2411716:2411866,putative_enhancer,A,Germline
F23C8.13,chrI:2412385:2412535,coding_promoter,A,Unclassified
F23C8.13,chrI:2413569:2413719,putative_enhancer,A,Neurons
F23C8.13,chrI:2414159:2414309,putative_enhancer,A,Neurons
F23C8.5,chrI:2419533:2419683,putative_enhancer,A,Unclassified
F23C8.5,chrI:2420298:2420448,coding_promoter,A,Ubiq
